Title,Released,Season,Episode,imdbRating,imdbID,Show,Downloaded?
Why in the Fuck Is My Trailer Pink?,2015-03-27,9,1,7.9,tt3579928,Trailer Park Boys,N
A Stable Fucking Environment,2015-03-27,9,2,7.8,tt3742400,Trailer Park Boys,N
Anointed in Liquor,2015-03-27,9,3,8.1,tt3791520,Trailer Park Boys,N
George Green: Industrial Cock Inhaler,2015-03-27,9,4,7.6,tt3788104,Trailer Park Boys,N
The Motel Can't Live at the Motel,2015-03-27,9,5,7.7,tt3757674,Trailer Park Boys,N
Sweet Liquory Load,2015-03-27,9,6,8,tt3757676,Trailer Park Boys,N
Piss,2015-03-27,9,7,8.2,tt3757682,Trailer Park Boys,N
A Dancer for Money,2015-03-27,9,8,7.8,tt3757688,Trailer Park Boys,N
Sam-Squamptches and Heli-Cocksuckers,2015-03-27,9,9,7.8,tt3757716,Trailer Park Boys,N
The Liquor Snurf,2015-03-27,9,10,8.2,tt3757718,Trailer Park Boys,N
Freedom 45?,2016-03-28,10,1,7.7,tt4421186,Trailer Park Boys,N
"You Want the Lot Fees, Suck Them Out of the Tip of My Cock",2016-03-28,10,2,7.6,tt4725346,Trailer Park Boys,N
A Three Tiered Shit Dyke,2016-03-28,10,3,7.6,tt4761000,Trailer Park Boys,N
Shit Covered Cave Teeth,2016-03-28,10,4,7.8,tt4761006,Trailer Park Boys,N
"If You Don't Believe It, It's Not Real",2016-03-28,10,5,7.9,tt4761004,Trailer Park Boys,N
All the Fuckin Dope You Can Smoke,2016-03-28,10,6,7.5,tt4725376,Trailer Park Boys,N
Up In Smoke We Go,2016-03-28,10,7,7.4,tt4725362,Trailer Park Boys,N
The Super Bling Cowboy,2016-03-28,10,8,7.2,tt4725354,Trailer Park Boys,N
Thugged Out Gangsta Shit,2016-03-28,10,9,7.4,tt4725370,Trailer Park Boys,N
Looks Like The Liquor Wins,2016-03-28,10,10,8.1,tt4725418,Trailer Park Boys,N
The Jack Your Cock Furry Whore Slut,2017-03-31,11,1,8,tt5288396,Trailer Park Boys,N
The Walker Zombley,2017-03-31,11,2,7.9,tt5509244,Trailer Park Boys,N
"My Fucking Balls, My Cock, My Hole or My Tits?",2017-03-31,11,3,7.9,tt5509256,Trailer Park Boys,N
Darth Lahey,2017-03-31,11,4,8.9,tt5509266,Trailer Park Boys,N
Flight of the Bumblecock,2017-03-31,11,5,7.8,tt5509278,Trailer Park Boys,N
How Do You Keep Your Bag So Soft?,2017-03-31,11,6,7.7,tt5509288,Trailer Park Boys,N
I Look Like A FUCKING DICK!!,2017-03-31,11,7,8,tt5509298,Trailer Park Boys,N
A Liquor Captain Never Abandons a Sinking Shit Ship,2017-03-31,11,8,8.3,tt5509312,Trailer Park Boys,N
"Oh My Fuck Boys, We Killed Lahey & Randy",2017-03-31,11,9,8.1,tt5509334,Trailer Park Boys,N
The All You Can Eat Shit Buffet,2017-03-31,11,10,8,tt5509348,Trailer Park Boys,N
Chlamydia,2018-03-30,12,1,8.5,tt7040208,Trailer Park Boys,N
Godspeed My Muscular Friend,2018-03-30,12,2,8.6,tt7099978,Trailer Park Boys,N
The Cunt Word,2018-03-30,12,3,8.6,tt7108290,Trailer Park Boys,N
All The Shit I Need,2018-03-30,12,4,8.6,tt7112234,Trailer Park Boys,N
Happy Birthday Bubbles,2018-03-30,12,5,8.7,tt7122104,Trailer Park Boys,N
Flow Me The Money,2018-03-30,12,6,8.8,tt7122118,Trailer Park Boys,N
Big Cock,2018-03-30,12,7,8.2,tt7122132,Trailer Park Boys,N
Will You For To Be Fucking Married To Me?,2018-03-30,12,8,8.7,tt7122140,Trailer Park Boys,N
Angel Shit Sent Down From Jesus God,2018-03-30,12,9,9.1,tt7122154,Trailer Park Boys,N
Fuckin' Fucked Out Of Our Fuckin' Minds,2018-03-30,12,10,9.3,tt7122158,Trailer Park Boys,N
